"opcode","hex","direction","coverageStatus","decodeState","aliasCount","aliasOpcodes","modelCount","handlerCount","readableModelCount","writableModelCount","placeholderModeled","comment","modelTypes","modelPaths","handlerTypes","handlerPaths"
"ClientHousingDecorUpdate","0x050B","Client","handled","named","1","ClientHousingDecorUpdate","1","1","1","0","False","","ClientHousingDecorUpdate","Source/NexusForever.Network.World/Message/Model/ClientHousingDecorUpdate.cs","ClientHousingDecorUpdateHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingDecorUpdateHandler.cs"
"ClientHousingInteriorWallpaperUpdate","0x050D","Client","handled","named","1","ClientHousingInteriorWallpaperUpdate","1","1","1","0","False","Residence.RemoveInteriorWallpaper/PurchaseInteriorWallpaper six-slot plug item update","ClientHousingInteriorWallpaperUpdate","Source/NexusForever.Network.World/Message/Model/ClientHousingInteriorWallpaperUpdate.cs","ClientHousingInteriorWallpaperUpdateHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingNeighborHandlers.cs"
"ClientHousingFlagsUpdate","0x050E","Client","handled","named","1","ClientHousingFlagsUpdate","1","1","1","0","False","","ClientHousingFlagsUpdate","Source/NexusForever.Network.World/Message/Model/ClientHousingFlagsUpdate.cs","ClientHousingFlagsUpdateHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingFlagsUpdateHandler.cs"
"ClientHousingPlugUpdate","0x0510","Client","handled","named","1","ClientHousingPlugUpdate","1","1","1","0","False","","ClientHousingPlugUpdate","Source/NexusForever.Network.World/Message/Model/ClientHousingPlugUpdate.cs","ClientHousingPlugUpdateHander","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingPlugUpdateHander.cs"
"ClientHousingNeighborInvite","0x0512","Client","handled","named","1","ClientHousingNeighborInvite","1","1","1","0","False","","ClientHousingNeighborInvite","Source/NexusForever.Network.World/Message/Model/ClientHousingNeighborInvite.cs","ClientHousingNeighborInviteHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingNeighborHandlers.cs"
"ClientHousingNeighborInviteResponse","0x0513","Client","handled","named","1","ClientHousingNeighborInviteResponse","1","1","1","0","False","","ClientHousingNeighborInviteResponse","Source/NexusForever.Network.World/Message/Model/ClientHousingNeighborInviteResponse.cs","ClientHousingNeighborInviteResponseHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingNeighborHandlers.cs"
"ServerHousingNeighborInvitePrompt","0x0514","Server","modeled","named","1","ServerHousingNeighborInvitePrompt","1","0","0","1","False","","ServerHousingNeighborInvitePrompt","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighborUpdates.cs","",""
"ClientHousingNeighborEvict","0x0515","Client","handled","named","1","ClientHousingNeighborEvict","1","1","1","0","False","","ClientHousingNeighborEvict","Source/NexusForever.Network.World/Message/Model/ClientHousingNeighborEvict.cs","ClientHousingNeighborEvictHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingNeighborHandlers.cs"
"ServerHousingNeighborInviteResult","0x0516","Server","modeled","named","1","ServerHousingNeighborInviteResult","1","0","0","1","False","native row shape mapped; shared neighbor row plus 7-bit HousingResult","ServerHousingNeighborInviteResult","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighborUpdates.cs","",""
"ClientHousingNeighborSetPermission","0x0518","Client","handled","named","1","ClientHousingNeighborSetPermission","1","1","1","0","False","","ClientHousingNeighborSetPermission","Source/NexusForever.Network.World/Message/Model/ClientHousingNeighborSetPermission.cs","ClientHousingNeighborSetPermissionHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingNeighborHandlers.cs"
"ServerHousingNeighborUpdate","0x0519","Server","modeled","named","1","ServerHousingNeighborUpdate","1","0","0","1","False","native row shape mapped; shared neighbor row plus 3-bit update action","ServerHousingNeighborUpdate","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighborUpdates.cs","",""
"ServerHousingCommunityPlotReservation","0x051F","Server","modeled","named","1","ServerHousingCommunityPlotReservation","1","0","0","1","False","","ServerHousingCommunityPlotReservation","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighborUpdates.cs","",""
"ClientHousingVendorList","0x0525","Client","handled","named","1","ClientHousingVendorList","1","1","1","0","False","","ClientHousingVendorList","Source/NexusForever.Network.World/Message/Model/ClientHousingVendorList.cs","ClientHousingVendorListHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingVendorListHandler.cs"
"ServerHousingRandomCommunityList","0x0526","Server","modeled","named","1","ServerHousingRandomCommunityList","1","0","0","1","False","","ServerHousingRandomCommunityList","Source/NexusForever.Network.World/Message/Model/ServerHousingRandomCommunityList.cs","",""
"ServerHousingRandomResidenceList","0x0527","Server","modeled","named","1","ServerHousingRandomResidenceList","1","0","0","1","False","","ServerHousingRandomResidenceList","Source/NexusForever.Network.World/Message/Model/ServerHousingRandomResidenceList.cs","",""
"ClientHousingRenameProperty","0x0529","Client","handled","named","1","ClientHousingRenameProperty","1","1","1","0","False","","ClientHousingRenameProperty","Source/NexusForever.Network.World/Message/Model/ClientHousingRenameProperty.cs","ClientHousingRenamePropertyHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingRenamePropertyHandler.cs"
"ClientHousingPlacedResidencesList","0x052A","Client","handled","named","1","ClientHousingPlacedResidencesList","1","1","1","0","False","","ClientHousingPlacedResidencesList","Source/NexusForever.Network.World/Message/Model/ClientHousingPlacedResidencesList.cs","ClientHousingPlacedResidencesListHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingPlacedResidencesListHandler.cs"
"ClientHousingCommunityPlacement","0x052B","Client","handled","named","1","ClientHousingCommunityPlacement","1","1","1","0","False","","ClientHousingCommunityPlacement","Source/NexusForever.Network.World/Message/Model/ClientHousingCommunityPlacement.cs","ClientHousingCommunityPlacementHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingCommunityPlacementHandler.cs"
"ClientHousingRandomCommunityList","0x052C","Client","handled","named","1","ClientHousingRandomCommunityList","1","1","1","0","False","","ClientHousingRandomCommunityList","Source/NexusForever.Network.World/Message/Model/ClientHousingRandomCommunityList.cs","ClientHousingRandomCommunityListHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingRandomCommunityListHandler.cs"
"ClientHousingRandomResidenceList","0x052D","Client","handled","named","1","ClientHousingRandomResidenceList","1","1","1","0","False","","ClientHousingRandomResidenceList","Source/NexusForever.Network.World/Message/Model/ClientHousingRandomResidenceList.cs","ClientHousingRandomResidenceListHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingRandomResidenceListHandler.cs"
"ClientHousingReturn","0x052E","Client","handled","named","1","ClientHousingReturn","1","1","1","0","False","","ClientHousingReturn","Source/NexusForever.Network.World/Message/Model/ClientHousingReturn.cs","ClientHousingReturnHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingReturnHandler.cs"
"ClientHousingVisitResidence","0x052F","Client","handled","named","1","ClientHousingVisitResidence","1","1","1","0","False","","ClientHousingVisitResidence","Source/NexusForever.Network.World/Message/Model/ClientHousingVisitResidence.cs","ClientHousingVisitResidenceHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingVisitResidenceHandler.cs"
"ClientHousingVisit","0x0531","Client","handled","named","1","ClientHousingVisit","1","1","1","0","False","","ClientHousingVisit","Source/NexusForever.Network.World/Message/Model/ClientHousingVisit.cs","ClientHousingVisitHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingVisitHandler.cs"
"ServerHousingOwnership","0x0533","Server","modeled","named","1","ServerHousingOwnership","1","0","0","1","False","","ServerHousingOwnership","Source/NexusForever.Network.World/Message/Model/ServerHousingOwnership.cs","",""
"ServerHousingResult","0x0536","Server","modeled","named","1","ServerHousingResult","1","0","0","1","False","","ServerHousingResult","Source/NexusForever.Network.World/Message/Model/ServerHousingResult.cs","",""
"ClientHousingCommunityPrivacyLevel","0x0538","Client","handled","named","1","ClientHousingCommunityPrivacyLevel","1","1","1","0","False","","ClientHousingCommunityPrivacyLevel","Source/NexusForever.Network.World/Message/Model/ClientHousingCommunityPrivacyLevel.cs","ClientHousingCommunityPrivacyLevelHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingCommunityPrivacyLevelHandler.cs"
"ServerHousingCommunityPlacement","0x053A","Server","modeled","named","1","ServerHousingCommunityPlacement","1","0","0","1","False","target community residence, placed residence id, property index","ServerHousingCommunityPlacement","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighborhood.cs","",""
"ServerHousingCommunityPrivacyLevelUpdate","0x053B","Server","modeled","named","1","ServerHousingCommunityPrivacyLevelUpdate","1","0","0","1","False","target community residence, type-7 cache flags, 3-bit Lua privacy value","ServerHousingCommunityPrivacyLevelUpdate","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighborhood.cs","",""
"ClientHousingEditMode","0x053C","Client","handled","named","1","ClientHousingEditMode","1","1","1","0","False","","ClientHousingEditMode","Source/NexusForever.Network.World/Message/Model/ClientHousingEditMode.cs","ClientHousingEditModeHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingEditModeHandler.cs"
"ClientICCommChannelJoin","0x0546","Client","handled","named","1","ClientICCommChannelJoin","1","1","1","0","False","","ClientICCommChannelJoin","Source/NexusForever.Network.World/Message/Model/ICComm/ClientICCommChannelJoin.cs","ClientICCommChannelJoinHandler","Source/NexusForever.WorldServer/Network/Message/Handler/ICComm/ClientICCommHandlers.cs"
"ServerICCommChannelJoinResult","0x0547","Server","modeled","named","1","ServerICCommChannelJoinResult","1","0","0","1","False","","ServerICCommChannelJoinResult","Source/NexusForever.Network.World/Message/Model/ICComm/ServerICCommChannelJoinResult.cs","",""
"ServerICCommChannelJoin","0x0548","Server","modeled","named","1","ServerICCommChannelJoin","1","0","0","1","False","","ServerICCommChannelJoin","Source/NexusForever.Network.World/Message/Model/ICComm/ServerICCommChannelJoin.cs","",""
"ClientICCommChannelNotJoined","0x0549","Client","handled","named","1","ClientICCommChannelNotJoined","1","1","1","0","False","","ClientICCommChannelNotJoined","Source/NexusForever.Network.World/Message/Model/ICComm/ClientICCommChannelNotJoined.cs","ClientICCommChannelNotJoinedHandler","Source/NexusForever.WorldServer/Network/Message/Handler/ICComm/ClientICCommHandlers.cs"
"ServerICCommChannelLeft","0x054A","Server","modeled","named","1","ServerICCommChannelLeft","1","0","0","1","False","","ServerICCommChannelLeft","Source/NexusForever.Network.World/Message/Model/ICComm/ServerICCommChannelLeft.cs","",""
"ClientICCommMessage","0x054B","Client","handled","named","1","ClientICCommMessage","1","1","1","0","False","","ClientICCommMessage","Source/NexusForever.Network.World/Message/Model/ICComm/ClientICCommMessage.cs","ClientICCommMessageHandler","Source/NexusForever.WorldServer/Network/Message/Handler/ICComm/ClientICCommHandlers.cs"
"ServerICCommMessageResult","0x054C","Server","modeled","named","1","ServerICCommMessageResult","1","0","0","1","False","","ServerICCommMessageResult","Source/NexusForever.Network.World/Message/Model/ICComm/ServerICCommMessageResult.cs","",""
"ServerICCommOrderedMessage","0x054D","Server","modeled","named","1","ServerICCommOrderedMessage","1","0","0","1","False","","ServerICCommOrderedMessage","Source/NexusForever.Network.World/Message/Model/ICComm/ServerICCommOrderedMessage.cs","",""
"ServerICCommDirectedMessage","0x054E","Server","modeled","named","1","ServerICCommDirectedMessage","1","0","0","1","False","","ServerICCommDirectedMessage","Source/NexusForever.Network.World/Message/Model/ICComm/ServerICCommDirectedMessage.cs","",""
"Client0x0550","0x0550","Client","handled","named","1","Client0x0550","1","1","1","0","False","single 32-bit payload field; semantics unresolved","Client0x0550","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs","Client0x0550Handler","Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs"
"ServerSpellList","0x0551","Server","modeled","named","1","ServerSpellList","1","0","0","1","False","","ServerSpellList","Source/NexusForever.Network.World/Message/Model/Abilities/ServerSpellList.cs","",""
"ClientInspectPlayerRequest","0x0552","Client","handled","named","1","ClientInspectPlayerRequest","1","1","1","0","False","","ClientInspectPlayerRequest","Source/NexusForever.Network.World/Message/Model/Utility/ClientInspectPlayerRequest.cs","ClientInspectPlayerRequestHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientInspectPlayerRequestHandler.cs"
"ServerInspectPlayerResponse","0x0553","Server","modeled","named","1","ServerInspectPlayerResponse","1","0","0","1","False","","ServerInspectPlayerResponse","Source/NexusForever.Network.World/Message/Model/Utility/ServerInspectPlayerResponse.cs","",""
"ServerInstanceBusy","0x0555","Server","modeled","named","1","ServerInstanceBusy","1","0","0","1","False","","ServerInstanceBusy","Source/NexusForever.Network.World/Message/Model/Instance/ServerInstanceBusy.cs","",""
"ClientAuctionBuyOrderSubmit","0x055E","Client","handled","named","1","ClientAuctionBuyOrderSubmit","1","1","1","0","False","","ClientAuctionBuyOrderSubmit","Source/NexusForever.Network.World/Message/Model/Marketplace/ClientAuctionBuyOrderSubmit.cs","ClientAuctionBuyOrderSubmitHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Marketplace/ClientMarketplaceHandlers.cs"
"ServerAuctionBidPosted","0x055F","Server","modeled","named","1","ServerAuctionBidPosted","1","0","0","1","False","","ServerAuctionBidPosted","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerAuctionBidPosted.cs","",""
"ServerAuctionBidResult","0x0560","Server","modeled","named","1","ServerAuctionBidResult","1","0","0","1","False","","ServerAuctionBidResult","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerAuctionBidResult.cs","",""
"ServerAuctionExpired","0x0561","Server","modeled","named","1","ServerAuctionExpired","1","0","0","1","False","","ServerAuctionExpired","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerAuctionExpired.cs","",""
"ServerAuctionOutbid","0x0562","Server","modeled","named","1","ServerAuctionOutbid","1","0","0","1","False","","ServerAuctionOutbid","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerAuctionOutbid.cs","",""
"ServerAuctionSearchResults","0x0563","Server","modeled","named","1","ServerAuctionSearchResults","1","0","0","1","False","","ServerAuctionSearchResults","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerAuctionSearchResults.cs","",""
